title,description
"The Haunted Showboat (Nancy Drew Mystery Stories, No 35)","More information to be announced soon on this forthcoming title from
Penguin USA"
"Keeping Faith (Forrester Square, 5)","Keeping Faith by Day Leclaire released on Nov 24, 2003 is available
now for purchase."
Shadow of the Osprey,"Powerful and brilliantly told, Shadow of the Osprey confirms the
exceptional talent of master storyteller Peter Watt."
"Living Well With MS: A Guide for Patient, Caregiver, and Family","It fills a strong need for a comprehensive book that will both comfort
and inform the patient, family, and caregiver.The book carefully
addresses the following MS questions and topics: • What is MS? • But
Is It Really Ms? • At the ..."
God : A Biography,"An incisive new reading of the Bible explores the infinitely complex
roles of God, from his first appearance as Creator to his last as
Ancient of Days. 35,000 first printing. BOMC Alt. Tour."
AlÃ©xandros: el hijo del sueÃ±o,"Nadie puede permanecer indiferente ante la belleza de alejandro. ni
ante la grandiosidad de su imperio, que se extendio desde el danubio
hasta el indo. un hombre considerado un dios por sus contemporaneos,
de ardientes suenos y violentas ..."
Great Expectations (Modern Library Classics),"Presents the classic story of the orphan Pip, the convict Magwitch,
the beautiful Estella, and her guardian, the embittered Miss Havisham."
Fires of Spring,"For it was there that David learned about love and about women--all of
whom taught him the riches of himself. Here is a rich segment of
American life--a magic blend of longing and wisdom, saltiness,
simplicity, and compassion."
After Midnight (By Request 3's): Miranda's Viking/Kiss of the Shadow Man/Out-of-this-World Marriage,"After Midnight... by Maggie Shayne released on Aug 25, 2000 is
available now for purchase."
The Awakening : A Vampire Huntress Legend (Vampire Huntress Legend),"&quot; -Philadelphia Sunday Sun &quot;Blade meets Buffy the Vampire
Slayer. . .A pulsating blood-booster.&quot; -Kirkus &quot;With an
exciting premise and a cliffhanger ending, this first book in a new
series packs a powerful punch."
"Regeneration, Toronto's waterfront and the sustainable city: Final report","This document discusses the work of the Royal Commission on the future
of the Toronto Waterfront."
Hands & Feet: 100 Pampering Tricks (Handbag Honeys),"These small-format beauty guides offer helpful and humorous tips for
everything from pumping up the volume to putting on the perfect pout."
For the Roses,"Discovered abandoned as a baby in a New York City alley and raised by
the Clayborne brothers, four urchin boys, Mary Rose Clayborne remains
fiercely loyal to her misfit family until an English lord reveals a
shocking secret that sends her ..."
Bedside Guide to Dreams,"Describes types of dreams, and explains the meaning of dream images
and events"
Acqua Alta,"The Venice commissioner, Guido Brunetti, investigates the murder of a
museum director who was involved in the traffic of Chinese antiques.
Suspicion falls on a wealthy collector."
How to Become CEO: The Rules for Rising to the Top of Any Organization,"But Jeffrey J. Fox, the founder of a marketing consulting company,
also gives these tips: never write a nasty memo, skip all office
parties, and overpay your people. These are a few of his key ways to
climb the corporate ladder."
Pratchett 3--The Light Fantastic,"As it moves towards a seemingly inevitable collision with a malevolent
red star, the Discworld has only one possible saviour."
"The Reality Machine (Choose Your Own Adventure, No 142)","Offered a summer job at a local video arcade, the reader tries out the
new Virtual Reality machine that has been installed. Original."
Veil of Secrets,"Beautiful painter Madeleine Delaney discovers that the mother she
thought she had lost is alive, her husband Carl grapples with
blackmail and fraud that could threaten his job and their marriage,
and her best friend Jessica must decide ..."
The Secret of Roan Inish/Movie Tie-In,"When Fiona returns to stay with her grandparents, she hopes to find
out what happened to her baby brother who was washed out to sea when
the family moved away four years earlier"
Der grosse Kater: Roman (Meridiane aus aller Welt),Zwei Tage im Leben eines Bundespräsidenten.
Thai Gold,"The Maltese Falcon meets Indiana Jones in this fast-paced, sprawling
adventure novel set in the Far East. Thai Gold is the action-filled
story of the search for the gold-and-jewel-encrusted actual of Buddha."
Lilo and Stitch Read-Aloud Storybook (Read-Aloud Storybooks (Disney)),"When Experiment 626 is sentenced to exile, he escapes his fate by
fleeing to Earth, where he is adopted by an orphaned Hawaiian girl
named Lilo who thinks that he is a dog, and who promptly names him
Stitch."
Morality for Beautiful Girls (No.1 Ladies Detective Agency),"Precious Ramotswe investigates two very different cases--the alleged
poisoning of the brother of an important government official, and the
moral character of the finalists of the Miss Beauty and Integrity
Contest."
Beachcombing for a Shipwrecked God,"Praise for Joe Coomer THE LOOP Impossible to resist. The New Yorker
Read this book-- and feel better while you wait for the world to make
sense."
Blessed Are the Cheesemakers,"Estranged from her family since childhood, Abby lands on a small Irish
dairy farm where she encounters down-on-his-luck New York stockbroker
Kit, who with Abby helps a pair of elderly cheese makers save their
farm and help a range of ..."
The Grand Jubilee,"The Castle Brightwater is determined to celebrate the five-hundredth
anniversary of the Confederation of Continents even though others on
the planet Ozark have threatened to sabotage the Jubilee with magic"
Think UNIX,"Uses examples to introduce the logical structures and the practical
side of UNIX while offering advice on deciphering the &quot;man
pages&quot;--the standard documentation included with all UNIX
systems."
Beyond the Limits: A Woman's Triumph on Everest,"The first American woman to reach the summit of Everest recounts her
ascent, describing the grueling training she endured, the constant
danger of the climb, close calls, and the pressing threat of death.
40,000 first printing. $40,000 ..."
Anna and the King,"The story of a young British woman, Anna Leonowens, who moves to Siam
to teach the royal children and of her experiences with an arrogant
king and the strange customs of her new home."
ABIKU,"Taken from the Yoruba word meaning born to die, Abiku, skillfully
weaves reality with fantasy to create a mesmerizing, hypnotic and
unforgettable novel that approaches a masterpiece of magic realism
(Dan Poynter, author of Write and Grow ..."
Hellhound,"Learning of a terrorist plan to blow up a nuclear power plant and
assassinate former President Reagan, disgraced Los Angeles cop Frank
Whelan must try to outmaneuver a deadly Hellhound helicopter before it
reaches Southern California."
Pope John Paul II: In My Own Words,"The quotes and prayers collected here are both for the faithful and
for those who have been touched by and want to know more about this
remarkable man."
"Molokai (Pacific Classics, # 4)","&quot;It searches the hearts of the doomed and damned with an intense
compassion. The author has painted the background of his novel with a
knowing brush.... A vivid experience for the reader.&quot; --New York
Times Book Review"
Riders,"Fleeing a disastrous romance, Helen Macaulay escapes Florida for a job
in England and becomes caught up in the glamorous world of
international show jumping and its hard-riding, high-living
participants"
Heaven's Price,"New York dancer Blair Simpson is confronted with a difficult choice
when a career-threatening injury forces her to put her life on hold
and recuperate on Long Island, where she encounters Sean, her
passionate and provocative new landlord. ..."
"Whose Baby Is This? (Special Edition, 1335)","Whose Baby Is This? by Patricia Thayer released on Jun 23, 2000 is
available now for purchase."
The Magnolia Tree,"As the winds of war sweep over the South, Letty Banks longs for the
handsome young Yankee she once loved to save her, her plantation home,
and her little half-sister from the unscrupulous rebels who surround
her. Original."
"The Last Stubborn Buffalo in Nevada (A Nathan T. Riggins Western Adventure Series, Book 4)","Nathan soon realizes the buffalo he has recently acquired belongs in a
zoo, and after he prays for the financial means to move his animal
there, a dramatic solution presents itself."
