title,description
The Angel of Galilea,"Presents a modern-day parable set in Columbia about love, religion,
poverty and politics Winner of Mexico&#39;s Sor Juana Ines de la Cruz
Prize, and France&#39;s Prix France Culture, The Angel of Galilea
introduces a refreshing new voice in Latin ..."
Chase the Heart,9
Lord of Creation,"Lord Of Creation by Rosalind Cowdray released on Nov 24, 1980 is
available now for purchase."
Bevis (World's Classics),9
Denial of Death,"Winner of the Pulitzer prize in 1974 and the culmination of a
life&#39;s work, &quot;The Denial of Death&quot; is Ernest
Becker&#39;s brilliant and impassioned answer to the &quot;why&quot;
of human existence."
Gorillas im Nebel. Mein Leben mit den sanften Riesen.,9
The Contract Surgeon,"Beautifully written, set in the stunning North Dakota badlands, the
novel documents the total destruction of a way of life while
confirming the invincibility of the human spirit."
The Savior of the Woods,9
An Island Garden,"Provides a vivid, illustrated description of a turn-of-the-century
garden on the Isles of Shoals, filled with details on the care and
tending of an extraordinary piece of land"
"Expose (Harlequin Intrigue, No 356)",9
"Still Here: Embracing Aging, Changing, and Dying",9
Human Factors for Technical Communicators,"A crash course to human factors theory for technical communication
professionals explains how to translate it into practice and addresses
such areas as color, graphics, layout, and getting feedback. Original.
(All Users)."
La Despedida,"La despedida tiene la ligereza y la magia de un vals, de «un sueño de
una noche de verano»."
The Totally Awesome Business Book for Kids: With Twenty Super Businesses You Can Start Right Now!,"Offers a comprehensive look at the basic financial and management
aspects of money-making businesses for children."
No Turning Back : The Life and Death of Animal Species,"The naturalist author of The Search for the Giant Squid and The Empty
Ocean discusses the reasons why specific species have become extinct,
providing additional coverage of species that have been rendered
extinct more recently, species that ..."
Triplet Trouble and the Red Heart Race (Triplet Trouble),9
Lizard Tails,"Throughout the novel, various members of the family are still
recovering from defeat in Spain&#39;s harrowing Civil War, while the
rest of the world is turned upside down by World War Two."
Museum of Science Book of Answers & Questions,9
Brrr,"When Maryann and Louie complain about the cold and snow, Grandpa tells
them about the really cold winter of 1908."
Friend from England,9
"A Story, a Story: An African Tale (Story a Story A54)",9
True Blue,"Schoolteacher Rumer Larkin finds her peaceful life in the rustic
Connecticut beach town of Hubbard&#39;s Point turned upside down by
the return of Zeb Mayhew, the man who had once broken her heart, who
is accompanied by his teenage son and who ..."
Katharine Hepburn Once Said... : Great Lines to Live By,"Collects the legendary actress&#39;s best quips, featuring
&quot;Kateisms&quot; on such subjects as love, marriage, and aging
gracefully."
Harper Collins Atlas of World History,9
Kepler's Geometrical Cosmology,"The work of Johannes Kepler (1571-1630), regarded by many as the
founder of modern astronomy, is also historically important to the
philosophy and methodology of science as a whole."
Lovecraft's Library: A Catalogue (Revised and Enlarged),9
Midnight Silk,"As the Civil War rages around them, Maria Taylor, a stunning Texas
heiress, defies the constraints of society and sets out to win the
heart of Bowie Beckett, the man she has loved for years, a journey
filled with adventure, danger, and ..."
Seventeen,9
Mrs. Brisby's Children (Golden Sturdy Shape Book),"When Timmy is sick, his brother and sisters help him feel better in
some very thoughtful ways. On board pages."
Bone Flute,"The undulating music of the flute that flows through this intelligent,
subtle novel has the power to soothe as well as to disturb."
Au lit !,9
A. D. 62: Pompeii,"Miranda&#39;s own life becomes as mythic as the stories she tells. In
a narrative that is part adventure, part romance, and part fantasy,
the heroine triumphs over adversity and makes a place for herself in
the world of the past."
The Way Back to Mayberry: Lessons from a Simpler Time,"Using the Andy Griffith Show as source material, this unique book
takes readers back to Mayberry in search of the nation&#39;s core
values. Original."
In This Sign,"Spanning four generations, In This Sign is the story of one family’s
struggle to carve a place for itself out of the tides of wealth, war,
and human strivings in America."
Royal Feud: The Dark Side of the Love Story of the Century,"Details the intense thirty-year enmity between the present Queen
Mother Elizabeth and the Duchess of Windsor, the effect on
Britain&#39;s royal family, and the accord finally established between
them"
"Odd Couple (Girl Talk, No. 7)","Total opposites Mark Wright and Randy Zak get stuck working on a
school project together."
The Computer and the Mind: An Introduction to Cognitive Science,"Briefly taces the history of cognitive science, looks at computational
models of how the human mind works, and discusses visual perception,
learning, memory, reasoning, and the formation of new ideas"
Letters in the Attic,"Lizzy McCann is a feisty 12 year old who lives with her mother and
father in a fleabag hotel."
"Convenient Affair : Wen Ho Lee and the Politics of Nuclear Espionage (Romance, 3656)","A Convenient Affair by Leigh Michaels released on May 25, 2001 is
available now for purchase."
Raise the Titanic!,"In a daring gamble Dirk Pitt locates the &quot;Titanic&quot; and
suddenly his crew is in deadly jeopardy."
Adam & Andy,"Trade paperback collection of comic strip &quot;Adam &amp; Andy&quot;
is now available in Signed Limited Edition."
The Book of Proper Names : A Novel,"Accepted to a prestigious French ballet school after being raised by
an eccentric aunt, imaginative young Plectrude faces the ambiguities
of the ballet world, pushes her body beyond its limits, and eventually
commits an act of outrageous ..."
"Stolen Summer (Harlequin Presents, No 843)","Stolen Summer by Anne Mather released on Oct 25, 1985 is available now
for purchase."
Chills and Thrills: Tales of Terror and Enchantment,"This collection combines more than twenty stories with breathtaking
full-color art and black-and-white drawings. Chills and Thrills is
sure to be read again and again. (2001)"
Render Up the Body : A Novel of Suspense,"The director of a rape crisis center, former prosecutor Cinda Hayes is
appointed to handle the death row appeal of young Jason Smiley, a
situation that tests her conscience, until she uncovers a crucial
piece of evidence. Reprint. PW. K."
The Natural History Museum at South Kensington,9
El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,Dos historias hay en este libro.
Curse of the Kings,"Judith Osmond&#39;s passionate interest in archaeology leads her to an
Egyptian excavation plagued by an ancient pharaoh&#39;s curse"
Dynasty,9
Uncle Wiggily's Happy Days,9
The Legend of Lightning Larry (Cowboy Stories),"Shooting bolts of light instead of bullets, Lightning Larry changes
the town of Brimstone into a friendly, happy place."
"Rhiannon (The Rosalynde Chronicles, Book Five)",9
Sour Grapes (Worldwide Library Mysteries),"In a new mystery by the author of The Drowning Pool, a fatal hit-and-
run &quot;accident&quot; leads Willow King and her youthful sidekick
Emma into a dangerous investigation into the owner of the lethal
automobile. Reprint. LJ. K. PW."
"Magnificent Voyagers: The U.S. Exploring Expedition, 1838-1842",9
Jerusalem's Hope (Zion Legacy),"Taking refuge beneath the Temple Mount during the 1948 war of
independence, Israeli strategist Moshe Sachar opens another of the
temple&#39;s ancient scrolls and reads about the first-century
miracles of Yeshua, a Roman centurion&#39;s choice ..."
Son of Interflux,9
Kates Geheimnis.,9
"I Am Your Evil Twin (Goosebumps Series 2000, No 6)",9
Going Hollywood: A Dinosaur's Dream (Dragonfly Book),"Rex, one of a group of dinosaurs living at the Museum of Natural
History, loses his place as the center of attention when a film
director invites them all to sunny California."
Fudge-A-Mania,"Pete describes the family vacation in Maine with the Tubmans,
highlighted by the antics of his younger brother Fudge."
Montana 1948 : Montana 1948,"A series of events in a small western town changes the lives of David
Hayden, his sheriff father, his mother, and their Sioux housekeeper,
as they discover the truth about family loyalty"
Help!: Level 1,"Things appear to be looking up for Frank Wormold when a Hollywood
producer offers to buy one of his stories, but when the computer he is
using to finish the story starts to take over, the unsuccessful
writer&#39;s troubles are just beginning."
Blue Moon,9
Getting to Know Your One-Year-Old (The Magical Years),9
Resurrection Angel: A Denton Ward and Monty Crocetti Mystery (Denton Ward and Monty Crocetti Mysteries),9
Annual Editions: Environment 01/02,"These selections explore the global environment, the world&#39;s
population, energy, the biosphere, natural resources, and pollution."
NEW FIREFIGHTER'S COOKBOOK,"Shares recipes from the kitchens of firefighting chefs of the New York
City Fire Department, including appetizers, soups, main courses,
vegetable, side dishes, breads, and desserts"
Bird Lives!: The High Life and Hard Times of Charlie (Yardbird) Parker,"&quot;--Leonard Feather, Los Angeles Times &quot;One of the very few
jazz books that deserve to be called literature . . . perhaps the
finest writing on jazz to be found anywhere. . . . Those aware of
Parker&#39;s genius cannot do without this book."
Mccaffertys: Matt (The Mccaffertys) (Silhouette Special Edition),9
The Last Suppers,9
"Doctor Who: Fury from the Deep (Doctor Who, No 110)",9
Core Yogas,9
Hotel.,9
Tempted to Love (Magna General Series),9
Classic Beaded Purse Patterns,9
Defend and Betray (William Monk Novels (Paperback)),"Investigator William Monk, nurse Hester Latterly, and brilliant Oliver
Rathbone, counsel for the defense, work feverishly to break down the
wall of silence raised by the accused and her husband&#39;s proud
family."
